bird_name,bird_sci_name,bird_order,bird_family,bird_color,bird_habitat,bird_char,bird_desc,bird_distr,bird_eco,bird_img,bird_scale
STRIPED OWL,ASIO CLAMATOR,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
STRIPPED MANAKIN,MACHAEROPTERUS REGULUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
STRIPPED SWALLOW,CECROPIS ABYSSINICA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SUNBITTERN, EURYPYGA HELIAS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SUPERB STARLING,LAMPROTORNIS SUPERBUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SURF SCOTER,MELANITTA PERSPICILLATA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SWINHOES PHEASANT,LOPHURA SWINHOII,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TAILORBIRD,ORTHOTOMUS ATROGULARIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TAIWAN MAGPIE,UROCISSA CAERULEA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TAKAHE,PORPHYRIO HOCHSTETTERI,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TASMANIAN HEN,TRIBONYX MORTIERII,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TAWNY FROGMOUTH,PODARGUS STRIGOIDES,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TEAL DUCK,ANAS CRECCA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TIT MOUSE,PARIDAE,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TOUCHAN,RAMPHASTIDAE,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TOWNSENDS WARBLER,SETOPHAGA TOWNSENDI,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TREE SWALLOW,TACHYCINETA BICOLOR,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TRICOLORED BLACKBIRD,AGELAIUS TRICOLOR,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TROPICAL KINGBIRD,TYRANNUS MELANCHOLICUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TRUMPTER SWAN,CYGNUS BUCCINATOR,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TURKEY VULTURE,CATHARTES AURA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
TURQUOISE MOTMOT,EUMOMOTA SUPERCILIOSA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
UMBRELLA BIRD,CEPHALOPTERUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
VARIED THRUSH,IXOREUS NAEVIUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
VEERY,CATHARUS FUSCESCENS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
VENEZUELIAN TROUPIAL,ICTERUS ICTERUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
VERDIN,AURIPARUS FLAVICEPS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
VERMILION FLYCATHER,PYROCEPHALUS OBSCURUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
VICTORIA CROWNED PIGEON,GOURA VICTORIA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
VIOLET BACKED STARLING,CINNYRICINCLUS LEUCOGASTER,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
VIOLET CUCKOO, CHRYSOCOCCYX XANTHORHYNCHUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
VIOLET GREEN SWALLOW,TACHYCINETA THALASSINA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
VIOLET TURACO,MUSOPHAGA VIOLACEA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
VISAYAN HORNBILL,PENELOPIDES PANINI,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
VULTURINE GUINEAFOWL,ACRYLLIUM VULTURINUM,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WALL CREAPER,TICHODROMA MURARIA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WATTLED CURASSOW,CRAX GLOBULOSA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WATTLED LAPWING,VANELLUS INDICUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WHIMBREL,NUMENIUS PHAEOPUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WHITE BREASTED WATERHEN,AMAURORNIS PHOENICURUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WHITE BROWED CRAKE,AMAURORNIS CINEREA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WHITE CHEEKED TURACO,TAURACO LEUCOTIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WHITE CRESTED HORNBILL,TROPICRANUS ALBOCRISTATUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WHITE EARED HUMMINGBIRD,BASILINNA LEUCOTIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WHITE NECKED RAVEN,CORVUS ALBICOLLIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WHITE TAILED TROPIC,PHAETHON LEPTURUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WHITE THROATED BEE EATER,MEROPS ALBICOLLIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WILD TURKEY,MELEAGRIS GALLOPAVO,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WILLOW PTARMIGAN,LAGOPUS LAGOPUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WILSONS BIRD OF PARADISE,CICINNURUS RESPUBLICA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WOOD DUCK,AIX SPONSA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WOOD THRUSH,HYLOCICHLA MUSTELINA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WOODLAND KINGFISHER,HALCYON SENEGALENSIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
WRENTIT,CHAMAEA FASCIATA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
YELLOW BELLIED FLOWERPECKER,DICAEUM MELANOXANTHUM,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
YELLOW CACIQUE,CACICUS CELA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
YELLOW HEADED BLACKBIRD,XANTHOCEPHALUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
ZEBRA DOVE,GEOPELIA STRIATA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
YELLOW BREASTED CHAT,ICTERIA VIRENS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED CROSSBILL,LOXIA CURVIROSTRA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
AMERICAN DIPPER,CINCLUS MEXICANUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
BLUE THROATED PIPING GUAN,PIPILE CUMANENSIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
OILBIRD,STEATORNIS CARIPENSIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
DUNLIN,CALIDRIS ALPINA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SNOWY SHEATHBILL,CHIONIS ALBUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
KNOB BILLED DUCK,SARKIDIORNIS MELANOTOS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
GREY HEADED CHACHALACA,ORTALIS CINEREICEPS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
BLACK BREASTED PUFFBIRD,NOTHARCHUS PECTORALIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
